"Long","Lat","Official","Date_","Species","Status","Comments","GlobalID","CreationDate","Creator","EditDate","Editor"
-84.39091532897713,33.74844419975344,"Incidental","2016-04-30 10:55:34.000001","Ovenbird","Alive","stunned by large glass near entrance.","{2A26EFAE-8C61-4AF5-A727-2ADEC0821A91}","","","",""
-84.39618349985918,33.778751353129685,"Survey","2016-04-30 11:00:15","Wood Thrush","Dead","God sage atrium south inner court;photos","{F1B3F1AB-7901-4C3D-979D-2B9D1EDC320A}","","","",""
-84.33626571679648,33.94203820293499,"Survey","2017-10-05 14:23:31","Tennessee Warbler","Dead","","{98597E62-4197-44BE-B596-2D6B0D9EC1D3}","","","",""
-84.36536043216861,33.969319154522964,"Incidental","2017-04-24 13:48:18","Northern Rough-winged Swallow","Dead","","{8786E15D-6721-47EE-9AAA-2D962E7EBBD9}","","","",""
-84.37164143017729,33.84617217974795,"Survey","2017-05-22 11:10:22","Tennessee Warbler","Dead","Collected. M. Kimberly.","{4C249B9A-5007-46DA-BD7C-2D9AA9A9E983}","","","",""
-84.33621458738547,33.942497759205345,"Survey","2017-05-04 13:31:41","Ruby-throated Hummingbird","Dead","Found in bucket, from maintenance staff","{F4809642-BD7D-42D8-85E5-2E5FB80C7A3A}","","","",""
-84.39609411569177,33.77911154886057,"Incidental","2016-09-20 11:06:08","Ovenbird","Dead","Ford Bld.; E; bird bagged;","{E20EE010-879B-4F60-AF50-2E80E95DDA05}","","","",""
-84.3729355314975,33.84816286069946,"Survey","2017-09-20 11:18:31.000001","Ruby-throated Hummingbird","Dead","Hit window and fell into parking garage below ground level. Collected. Mary Kimberly.","{90C26DFF-5287-4E3A-AAF5-2EA2B7A771E6}","","","",""
-84.3911543616911,33.76105349328609,"Survey","2017-09-09 11:49:43","Ruby-throated Hummingbird","Dead","","{0E86D6D5-0888-43EC-B1BE-2EBCF88FCC42}","","","",""
-84.32815823720267,33.92188743700424,"Survey","2016-09-29 14:08:20","Rose-breasted Grosbeak","Dead","","{5B6F0B44-3990-4A48-8803-2FB68DE8B953}","","","",""
-84.38789790500576,33.797372170086014,"Incidental","2017-04-23 14:30:35","Downy Woodpecker","Dead","","{DB522DC7-4C8F-4D93-BDAD-300898E090CA}","","","",""
-84.36925728344694,33.84553498584858,"Survey","2017-09-14 13:06:55","Unknown Warbler","Dead","Discarded. Mary Kimberly ","{4CB8A8E2-903B-49E1-BB99-30412C7CB4B7}","","","",""
-84.3977736131335,33.77861236388273,"Survey","2017-11-09 18:49:00","Wood Thrush","Dead","ETech.; Marcus Nanotechnology Bld.","{E14E11A3-6E31-46F7-B14F-30919E505698}","","","",""
-84.39584741046697,33.774517829666515,"Survey","2016-04-21 11:25:06","Wood Thrush","Dead","Dead bird found 8 feet from north-facing window of library building","{86CA8902-8D1E-485B-8614-3167E05B28A5}","","","",""
-84.36654098553859,33.847764293559976,"Survey","2017-10-01 12:48:22","Magnolia Warbler","Dead","","{FA5A51EA-7E62-492B-8F06-317612D844B0}","","","",""
-84.39642893486615,33.77325925863595,"Survey","2017-09-07 11:38:19","Northern Waterthrush","Dead","GTech; Skiles Classroom","{5345C376-1ADE-4863-92A2-31BDFF87D0D1}","","","",""
-84.34012249063672,33.93208313799379,"Survey","2017-03-22 12:55:18","White-throated Sparrow","Dead","","{7D89977E-9AA2-405B-9704-320276033C74}","","","",""
-84.39124044005824,33.748920075465996,"Incidental","2016-09-12 14:13:00","Ovenbird","Dead","","{01D0C213-CFE0-497C-92A6-321162EB4DFE}","","","",""
-84.39125323745778,33.761013762156814,"Survey","2016-10-09 12:29:59","Common Yellowthroat","Dead","Looks stepped on as flattened by garage entrance.  Head was picked clean to bone.  Could be a hooded or kentucky warbler.","{011E6A30-FD54-4CA5-9E39-32323195A196}","","","",""
-84.36577839760906,33.84782091720881,"Survey","2016-09-26 11:46:18","House Sparrow","Dead","Ant-ridden. Disposed.","{18C3B60B-C792-4AD3-9E97-323D9F3A7D65}","","","",""
-84.32846424021938,33.921631506662834,"","","","","","{59F24972-764D-44CF-B68B-326247E66AA3}","","","",""
-84.40185886627971,33.775472596849575,"Survey","2017-10-03 12:44:00","Brown Thrasher","Dead","","{3EDFE7F4-F805-4B47-A637-327E5DEAE492}","","","",""
-84.3691401440322,33.84544510673849,"Survey","2017-10-02 12:08:28","","Dead","Warbler.  Wet from sprinklers, pretty much decayed.  Did not collect.","{27D6CD65-1EF5-4604-BB99-32A784AB380C}","","","",""
-84.36546516584927,33.84739394326316,"Incidental","2016-06-03 23:13:23","Red-headed Woodpecker","Dead","Steve. Likely a Peregrine Falcon prey item","{79342B2F-2C48-4D86-9622-32B2783EB0F3}","","","",""
-84.39655849887957,33.77828972532447,"Survey","2017-05-02 10:32:02","Mourning Dove","Dead","S. side of Whitaker Biomechanical Bld; Bird Bagged;","{92696546-A254-45CB-91D3-32B27AA9C920}","","","",""
-84.36147147797995,33.85014020963685,"Survey","2016-10-13 12:03:43","Yellow-bellied Sapsucker","Dead","AHY Male","{6E92671D-8247-42DD-ABFA-33695D84DF92}","","","",""
-84.3720246397994,33.84943302589635,"Survey","2017-10-25 12:40:22","Unknown Warbler","Dead","Partly discomposed, very wet from sprinklers. Discarded. Mary & Gavin ","{67039F8E-3E51-44FC-9389-337A8AEAB613}","","","",""
-84.39178386690621,33.761038112412244,"","2016-11-19 11:52:46","Tennessee Warbler","Dead","very decayed","{79240DDE-EDE9-4E83-8823-343EE2E7DE39}","","","",""
-84.39673803886723,33.7799926777496,"Survey","2017-05-07 10:04:38","Cedar Waxwing","Dead","N side of Molecular Science and Engineering; bird bagged;","{20BE0843-B90F-4504-929A-348871DF8A4C}","","","",""
-84.37295567891269,33.8473642615125,"Survey","2017-09-14 11:12:33","Ruby-throated Hummingbird","Dead","Collected even though it has ants. Mary Kimberly ","{9A5F9146-4353-4B44-8221-34B1EF68945E}","","","",""
-84.34030351104795,33.931929205171826,"Survey","2017-11-09 14:15:00","Yellow-rumped Warbler","Rehab","Taken to AWARE. Released a few days later.","{5293A50B-480C-4F7C-8201-34EFF5AFCD53}","","","",""
-84.36718923050887,33.84661379339898,"Survey","2016-10-31 11:24:28","Tennessee Warbler","Dead","Probable TEWA. Collected, but in poor condition.","{A295AF06-78A7-4DFD-8EE2-34FDF3A6664E}","","","",""
-84.39625816063906,33.77372931185503,"Survey","2017-09-26 12:46:00","Wood Thrush","Dead","Skiles Classroom Bld.; within inner open court;","{0ED5E563-FD44-4669-AB2A-35F2E9CDAED5}","","","",""
-84.37064266797304,33.84747696392444,"Incidental","2016-09-08 21:08:39","Magnolia Warbler","Dead","Steve","{D13C9CFA-5859-4BA5-8942-36A83FC97CFC}","","","",""
-84.39073740865196,33.7621931422689,"Survey","2017-04-29 13:41:29","Ovenbird","Dead","bird was behind the gate, so couldn't​hey close enough to identify","{323FF2B2-A864-4820-9589-37355E503DA8}","","","",""
-84.40164865601166,33.77524519730474,"Survey","2017-04-20 12:13:32","Cedar Waxwing","Dead","Isye Cortyard","{66805048-EF9E-43EC-BF4A-374F9B5A0FA8}","","","",""
-84.3669055218809,33.84697355876629,"Survey","2017-09-28 11:31:26","Ovenbird","Alive","","{D5EFC5EB-82A5-41D0-BA90-377ABB523AB6}","","","",""
-84.370808937149,33.84721663822052,"Survey","2017-03-14 13:08:54","Unknown Bird","Dead","""Angel print"" only. very well defined. above feont door on S side","{04226E8F-D841-49E7-81D9-3805F1CDB5B2}","","","",""
-84.39697495425203,33.77567763666519,"Survey","2017-11-07 12:03:38","American Woodcock","Dead","ETech; Van Leer Bld","{97754AA3-888F-4158-9F88-3825242E0C49}","","","",""
-84.35168738094323,33.961442962587036,"Incidental","2016-04-28 04:00:00","House Finch","Dead","Woodland Elementary","{37A24B52-8D0F-495D-A2F7-3825D75F81B1}","","","",""
-84.3971817670917,33.77861610023202,"Survey","2017-09-21 10:51:04","Unknown Warbler","Alive","yellow utc; Whitaker Bld.","{3EA8EEFF-B98B-460E-9F64-3838EB666CDA}","","","",""
-84.37098060609809,33.84720008656773,"Incidental","2016-03-21 04:00:00","American Robin","Dead","Found by cleaning staff","{0E14C045-7710-4D52-ABC3-383DACDE81FA}","","","",""
-84.32809792970438,33.9216387298163,"Survey","2016-10-07 19:29:45.000001","Rose-breasted Grosbeak","Dead","female","{66E42851-30E7-4E28-9574-38459018222E}","","","",""
-84.3710076085572,33.84712120187627,"Survey","2017-09-27 11:44:08","Tennessee Warbler","Dead","","{45549D0A-7368-406C-B3D4-386FE332B873}","","","",""
-84.37068762416145,33.84759712913281,"Survey","2017-09-14 12:21:22","Ruby-throated Hummingbird","Dead","Discarded. Badly infested with ants, mostly decomposed. Mary Kimberly ","{652D62F4-A526-460C-AD6B-38BC04F2E808}","","","",""
-84.38490354797428,33.7530387676872,"Survey","2016-10-22 12:15:20","Swamp Sparrow","Dead","fresh","{F9A27E7C-4EB3-4EDA-A6EA-38C279B99546}","","","",""
-84.38181423093239,33.86779320081787,"Incidental","2017-03-28 16:00:37.000001","Northern Cardinal","Alive","male. found by divinci staff. kept for 2+ hours then released.","{E7F037DB-22CA-45BB-8A90-39A09979D591}","","","",""
-84.39006378896985,33.74805049516917,"Survey","2016-10-12 12:55:21","Ovenbird","Dead","Been dead ","{6F2A82DD-374B-47DA-BC10-3A3076BB3C00}","","","",""
-84.33604376375104,33.942272057486264,"Survey","2016-09-29 13:00:53","Ruby-throated Hummingbird","Dead","","{B4322A16-084B-4459-A90D-3A55FA1C5443}","","","",""
-84.37261404961014,33.84800404927372,"Survey","2017-09-28 13:29:57","American Redstart","Dead","","{DCFE9531-B19F-4941-8151-3A5D8FA0CAC9}","","","",""
-84.37298428845786,33.847831885164055,"Survey","2017-09-25 11:02:36","Tennessee Warbler","Dead","Discarded. Mary Kimberly ","{CA7974E5-5E8C-4C3E-A74A-3A7D3753D29E}","","","",""
-84.32819159703907,33.921708441043016,"Survey","2016-09-23 13:01:21","Red-eyed Vireo","Dead","","{80CBB5C5-1177-4F4F-96CC-3A81FAA4AD68}","","","",""
-84.38971128376417,33.74886202693595,"","","","","","{7F1E9C43-3643-4DE0-9934-3A929493289D}","","","",""
-84.36139745769886,33.85026518907307,"","","","","","{87C8C031-6A02-4D0D-B105-3B610728CA8D}","","","",""
-84.38753653342822,33.75606708745869,"Survey","2016-10-09 11:21:00","Gray Catbird","Alive","Maybe bird found at 55 Hurt place Found on ground sitting but no movement, flew back into window then sat closed eyes and was caught  squawked as bagged","{04CC83F5-2D8D-41A5-993D-3B6B62A4D1A3}","","","",""
-84.33626856625258,33.94252386722543,"Incidental","2016-09-16 12:23:56","Ruby-throated Hummingbird","Dead","Left in bucket by maintenance crew ","{85E66D15-77DD-4810-A21C-3BAB8107DEFE}","","","",""
-84.3697933980085,33.84583604999924,"Survey","2017-09-07 12:10:01.000001","Ovenbird","Dead","Collected by Gavin MacDonald","{AFDC14EF-1CB9-4E39-84BD-3BDC6560E7A5}","","","",""
-84.32846424021938,33.798938345756895,"Incidental","2016-10-03 14:00:00","Magnolia Warbler","Dead","Found by Morgan S. Time and general location a guess","{1B72995D-BCBD-433C-9BC7-3C29A0B11ADD}","","","",""
-84.38769128440559,33.76132786461045,"Survey","2016-10-09 12:01:04","Wood Thrush","Dead","Alley...can't tell where hit but windows on building to left.","{BB5B53AA-6D80-4BE3-B281-3C4B481FA0BB}","","","",""
-84.37085539891379,33.847669953804335,"Incidental","2016-09-06 22:22:16.000001","Ruby-throated Hummingbird","Dead","Female","{17592C4F-179B-4988-BF8D-3C58AF8FA5AD}","","","",""
-84.39070150388837,33.74883979600275,"Survey","2017-09-26 12:53:20","Ruby-throated Hummingbird","Dead","","{A8E926AE-F0B4-4E0B-BE43-3C6F74FC346B}","","","",""
-84.33629159905645,33.94241487421856,"Survey","2016-08-29 12:10:17.000001","Blue-winged Warbler","Dead","check ID","{5C8C6F53-EF89-4420-B0BE-3C7AE8D52E8C}","","","",""
-84.36659985034252,33.84686756963772,"Survey","2017-10-30 11:58:54.000001","Song Sparrow","Dead","Head bare and skull cracked. From collision or scavenger?","{359D6AF2-80CD-4A55-B9FB-3DA25FF125E8}","","","",""
-84.3359836826282,33.94235930153326,"Incidental","2016-09-09 12:41:24","Black-and-white Warbler","Dead","in bucket","{30FA3792-0BD1-494E-87CB-3E4D67118638}","","","",""
-84.37083679300764,33.84726385573732,"Incidental","2016-06-03 11:14:45.000001","Common Grackle","Dead","Steve. Likely a COGR","{26AC3EBA-DF11-402D-A0A6-3E720865514C}","","","",""
-84.36615665302237,33.84821463913643,"Survey","2016-05-16 10:45:00","Common Nighthawk","Alive","I saw this bird lying on a cement walk against a wall.  As I approached it, it flew up suddenly and flew away.  It appeared to be ok. The assumption is that the bird hit this glass building and was recovering.","{463AB091-6951-4116-A21B-3EA50D3E7888}","","","",""
-84.38728086750848,33.75761935475088,"Survey","2016-10-09 11:36:53","Gray Catbird","Dead","","{7F08E977-C4D0-4E04-8324-3EBDCA975298}","","","",""
-84.37108990681367,33.847242278541046,"Incidental","2016-04-18 00:00:00","Ruby-throated Hummingbird","Dead","Adult male","{DB5D0011-6162-417C-8AE4-3EEABFD3BE50}","","","",""
-84.38880164880915,33.75857073058521,"Survey","2017-04-29 13:11:51","Cedar Waxwing","Dead","found in a group of seven birds that likely hit the overhead walkway","{8B0F83C2-D51E-4554-BDAB-3EFC2B98EFC4}","","","",""
-84.37290364310154,33.848172111167734,"Survey","2016-09-26 13:04:37","Ruby-throated Hummingbird","Dead","Collected","{244583AE-05F3-41F8-B493-3F19405B3A53}","","","",""
-84.37141261220644,33.84548942294794,"Incidental","2016-10-06 13:00:40","Yellow-bellied Sapsucker","Dead","AHY female.","{9DE519DC-090E-4873-9BD4-3F1E49FED07D}","","","",""
-84.34698278701931,33.84840398357538,"Incidental","2017-10-02 23:06:11","Northern Cardinal","Dead","male. old.","{0AA798A2-5781-40E5-B444-3F6ACAEEDD87}","","","",""
-84.33601264970285,33.94210400654484,"Survey","2016-03-23 12:00:00","Cedar Waxwing","Dead","","{53C852E4-E074-4048-973B-3F8AECDB9B8C}","","","",""
-84.39019613776068,33.74816149170314,"Incidental","2016-04-13 11:47:10","Cedar Waxwing","Dead","","{1A6103A4-4229-4CAB-A46F-3F9C0D35EF52}","","","",""
-84.37070557339914,33.84732263288467,"Survey","2017-09-28 13:07:29","Ruby-throated Hummingbird","Dead","","{2A91D763-F4D1-482C-B377-3FC1CE6DDAD2}","","","",""
-84.38737973608865,33.75758729896061,"Survey","2016-10-09 11:36:22","Wood Thrush","Alive","Stunned In front of Scott trade","{7BBD7344-2E32-484F-AA7F-40021B2A5991}","","","",""
-84.36911606469101,33.84559060375584,"Survey","2016-11-09 12:59:22","White-throated Sparrow","Dead","Unknown sparrow. Infested with ants. Disposed.","{5F3EBEF7-14E9-4390-AF55-4028B7E043AD}","","","",""
-84.38873221891916,33.758608118494585,"Survey","2017-04-29 13:06:30","Cedar Waxwing","Dead","found in a group of 7 dead birds that likely hit the overhead walking bridge","{26514AB9-38A8-41D8-9F63-40416B3EDEB1}","","","",""
-84.36442193434353,33.75621078792306,"Incidental","2016-05-17 22:00:00","Swainson's Thrush","Dead","Scottie Johnson","{FA289261-F003-4479-90CC-4043D7A5625F}","","","",""
-84.37128479541623,33.84737842495525,"Survey","2016-11-09 13:24:02","Yellow-bellied Sapsucker","Dead","Collected ","{309315F9-E4E1-4C9E-B424-404A945318A3}","","","",""
-84.39880358999721,33.781143329860114,"Survey","2017-09-05 10:02:40","Ruby-throated Hummingbird","Dead","Engineered Biosystems Bld. N; Unknown hummingbird","{D33F661A-5ECF-4EE0-ADA2-405BF7BEED78}","","","",""
-84.34014829833652,33.931928282449064,"Survey","2017-04-26 13:08:25.000001","Unknown Bird","Dead","Bird is in very bad condition and difficult to identify","{373FB07F-0E22-4C7A-854D-4176C2AB25ED}","","","",""
-84.3908326597165,33.74908395576422,"Incidental","2016-05-14 11:37:59","Unknown Bird","Dead","possible fledge. very small. not collected","{AD4354E8-413E-4FE7-BA75-41BAE0492EF8}","","","",""
-84.36572003945494,33.84807736077986,"Survey","2017-09-14 13:35:28","Ruby-throated Hummingbird","Dead","Ant-ridden. Discarded. Mary Kimberly ","{999C6D03-3458-4C64-BA2B-41D74C6859FF}","","","",""
-84.38879573430133,33.75856260488734,"Survey","2017-04-29 13:18:19","Cedar Waxwing","Dead","found in a group of seven birds that likely hit the overhead walkway","{52902260-757D-4E45-A915-41EEC5F52416}","","","",""
-84.37070469394847,33.84756996320379,"Incidental","2016-09-08 21:12:43","Ruby-throated Hummingbird","Dead","Steve","{417BA675-7373-4C3C-9114-4224201A95A5}","","","",""
-84.39592709642258,33.773073435121695,"Survey","2016-10-11 12:52:17.000001","Swamp Sparrow","Dead","Coon Bld; W; bird bagged","{62D2E6FF-55DF-4AA8-AAB9-429046026C82}","","","",""
-84.39567822895289,33.77410644172728,"Survey","2016-09-29 11:15:05","Northern Waterthrush","Dead","Price Gilbert Lib;S; bird bagged","{DCF673F1-22D3-42AA-B02A-43361D0D8109}","","","",""
-84.39542414047477,33.77423039505215,"Survey","2017-04-25 11:52:45","Northern Waterthrush","Dead","very decomposed; Price Gilburt Lib; E side; Not bagged;","{4CFC6BD5-8395-4322-8D18-435A9AD1961F}","","","",""
-84.33421575502992,33.77523154012608,"Incidental","2017-02-15 17:03:50","House Sparrow","Alive","Flew into the window at my house. Recovered after about 10 minutes","{F35A61F3-0289-46A0-9C08-4395D4F4AC09}","","","",""
-84.36566874565221,33.96955351595411,"Incidental","2016-10-07 18:00:16","Gray Catbird","Dead","","{BF7693D4-F485-45CE-A8F7-445CC5D16D55}","","","",""
-84.3966839836433,33.77442725465714,"Survey","2016-09-03 13:53:17.000001","Gray Catbird","Dead","Dead on second window shade maker see photo","{5DF13C78-1873-4A33-AE99-4469E4887C68}","","","",""
-84.37082507987465,33.84777949770273,"Survey","2017-10-01 13:24:49","Swainson's Thrush","Dead","","{46153DEC-C7EF-4CC9-ADF0-446F1C371BDB}","","","",""
-84.31174871370428,34.04529502644983,"Incidental","2016-10-13 13:00:00","Tennessee Warbler","Dead","Found by Jared Walker","{55EB445D-0EF8-4E3E-9049-44826862474D}","","","",""
-84.39042022160997,33.762225194096345,"Survey","2016-11-05 10:58:46","American Woodcock","Dead","fresh","{B42F0181-861E-420A-8605-4549EA756318}","","","",""
-84.39833333272577,33.781102258847596,"Survey","2017-03-28 10:17:00","Mourning Dove","Dead","N side of Engineered Biosystems Bld.","{FC3E445E-C8EA-46A0-A8A9-456EEC852864}","","","",""
-84.3919469641309,33.76107399364545,"Survey","2016-10-09 12:24:00.000001","Tennessee Warbler","Dead","Injury right eye evulsed or blood out eye  brown bagged.  Died later.","{5EEFB554-F447-45A9-B10D-45DE511EA835}","","","",""
-84.39079143872306,33.76103896304671,"Survey","2016-11-05 11:12:48","Unknown Bird","Dead","old. larger then warbler. Olive/Brown with wing bars. solid head.","{7F69C544-08C4-48EC-BD1B-45DFA4BD93BB}","","","",""
-84.39664529949222,33.77428788877259,"Survey","2017-09-28 11:57:00","Common Yellowthroat","Dead","","{297B6860-4D90-49CB-B7F8-464740609901}","","","",""
-84.39023373045868,33.74857859723076,"Incidental","2017-10-27 12:00:00","Blackburnian Warbler","Dead","Found by Jairo","{ED34D8FC-67BD-4F94-84B8-466ED644D5F9}","","","",""
-84.37149678434855,33.8448101546549,"Incidental","2016-10-06 17:05:55","Ruby-throated Hummingbird","Dead","AHY female. in covered Plaza area","{3E1206EC-A351-435C-A549-467E64D904D2}","","","",""
-84.3661131610879,33.96904577189497,"Incidental","2016-10-07 18:19:08","Brown Thrasher","Dead","desiccated. ","{D17250BB-8F8A-4944-9A27-470059AF8996}","","","",""
-84.37153898540399,33.844593983803115,"Survey","2016-10-09 12:40:49","Ruby-throated Hummingbird","Dead","Found inside the enclosed outside area with the glass roof","{81DE3283-C029-40BB-9A42-4710A3593320}","","","",""
-84.3900788842599,33.74830699881241,"Incidental","2016-04-09 11:49:57","Cedar Waxwing","Dead","","{3B385D2F-3225-42D8-8A35-4745D9E45187}","","","",""
-84.36135157983898,33.849916435096816,"Survey","2016-05-09 11:20:01","American Robin","Dead","Partially eaten. No sample collected. Discarded carcass.","{6A54846A-D66F-48FB-837E-475CD0DCA7DC}","","","",""
-84.37113466986426,33.84725269671428,"Survey","2016-10-08 12:44:57","Common Yellowthroat","Dead","Female or 1yMale COYE, I think.","{1993DE85-91E4-4058-99BF-477F3C5D3110}","","","",""
-84.39586620951094,33.77305004558228,"Survey","2017-10-19 11:48:21","Unknown Thrush","Dead","GTech;Coon Building","{D1D61A94-FE7A-4614-9FBB-47CE91007024}","","","",""
-84.33610511958325,33.94266206752229,"Survey","2016-09-16 12:14:22","Ruby-throated Hummingbird","Dead","","{5FDA3DAE-626E-4C3E-8050-47E41F30F6DC}","","","",""
-84.3709483556811,33.84715346587536,"Survey","2016-05-16 10:30:35","Yellow-billed Cuckoo","Dead","Tail only. Likely a PEFA prey item","{2CAD20B8-C206-437F-A2E2-48042FF7053B}","","","",""
-84.3900654840908,33.75873882780012,"Survey","2016-09-04 11:30:51","Common Yellowthroat","Dead","juvenile male","{FD2E7135-42EA-41A5-BAAF-48135359EB15}","","","",""
-84.38745222743714,33.75680830095893,"Survey","2017-11-12 11:29:15","White-throated Sparrow","Dead","","{DB5DF4B0-268F-4389-804C-48421CF46748}","","","",""
-84.40158901955489,33.77649311076091,"Survey","2016-04-07 04:00:00","Unknown Bird","Dead","Bird carcass in advanced state of decomposition; Death most probably due to hitting the windows directly above. Carcass was removed to prevent double count by other SafeFlight volunteers.","{B238A709-B7CD-41AD-80B4-487DA33DDF1C}","","","",""
-84.39720530564709,33.77566684015639,"Survey","2016-10-25 11:44:03","Swamp Sparrow","Dead","Van Leer Bld.;SE;bird bagged","{0730F66C-DBEA-4F2F-9EC6-48817B151A83}","","","",""
-84.33619168483729,33.942432598298055,"Survey","","","","","{29C3B7B0-28F6-4150-B4DD-494BF74D5382}","","","",""
-84.39808099865739,33.78108132723555,"Survey","2016-10-25 09:52:19","Yellow-rumped Warbler","Dead","Engineered Biosystems;N;bird bagged","{F5222B1A-F123-488D-953E-498E407B6A90}","2016-10-25 09:53:48","","",""
-84.36799466897575,33.8462486375635,"Survey","2017-09-28 11:18:16","Scarlet Tanager","Dead","Male","{44096D38-A71F-4268-B7FB-49A73519673F}","","","",""
-84.37142678313005,33.847230350313026,"Survey","2017-05-15 11:28:02","Ruby-throated Hummingbird","Dead","Tower Place, starting to be covered in ants","{B0441297-58DF-445C-BE71-4A2008E1EB46}","","","",""
-84.37327415503711,33.84798115321743,"Survey","2017-05-03 12:24:56","Cedar Waxwing","Dead","female or ASY male","{09B90E04-1E00-4ED8-A5FA-4A3F7CB2B28D}","","","",""
-84.39071964806048,33.76109267548043,"Survey","2017-09-09 11:54:49","Tennessee Warbler","Alive","Flew up into nearby tree when we tried to catch him. was doing okay","{45C7EE73-1264-432E-B0D9-4A45C917492A}","","","",""
-84.37128505682598,33.84738711670017,"Survey","2016-09-05 12:07:53","Ruby-throated Hummingbird","Dead","Covered with ants. Disposed.","{371D4BCA-2AE5-422C-83EF-4AF2EB79DC2C}","","","",""
-84.39595561074631,33.77303596615626,"Survey","2016-11-01 11:53:26.000001","Eastern Towhee","Dead","Coon Bld; N; bird bagged","{9230DEA8-6616-41B9-A062-4B08E23DFAAA}","","","",""
-84.38996159752145,33.748604232010145,"Incidental","2017-04-10 13:00:26","Cedar Waxwing","Dead","found by Jairo.","{40D50C46-8FE0-4E8B-999E-4B78D39FF35B}","","","",""
-84.395142230274,33.76321254851041,"Incidental","2016-05-07 04:00:00","Ovenbird","Dead","Georgia Aquarium","{B1D4F328-2671-42DD-9B95-4CDD16461B9A}","","","",""
-84.30598754290277,33.47192209056161,"Incidental","2016-04-30 04:00:00","Great-crested Flycatcher","Dead","Newman Wetlands Nature Center","{F45171A0-5F6E-430E-B727-4CF29FC229E7}","","","",""
-84.37082435673084,33.84717840117458,"Survey","2017-09-14 12:37:42","Ruby-throated Hummingbird","Dead","Collected. Mary Kimberly ","{B216DCB0-FA1E-4681-BFC0-4CFCE1A39925}","","","",""
-84.37105832653985,33.84722028204574,"Survey","2016-09-26 12:44:56","Scarlet Tanager","Dead","","{5A39E3D3-1DC8-43FC-B65A-4D4A22382E53}","","","",""
-84.32810326210391,33.92175052164253,"Survey","2017-05-10 12:52:30","Tennessee Warbler","Dead","","{127C6BB1-7BCD-4EA8-B1AF-4D7241605497}","","","",""
-84.37061138144833,33.847473424560214,"Survey","2017-09-14 12:29:42","Ruby-throated Hummingbird","Dead","Collected. Some ants. Mary Kimberly ","{9BA17A75-E611-4220-A533-4D8F3E7D1C29}","","","",""
-84.38765618632911,33.77689431212892,"Survey","2017-10-02 11:45:56","Hooded Warbler","Dead","828 W Peachtree on 5th St side (South)","{F92DE496-72BB-4D47-AEEF-4DA740F9A67E}","","","",""
-84.36585556558693,33.848045594010145,"Survey","2016-10-26 11:43:14","Ruby-crowned Kinglet","Dead","","{7FE82346-E6C8-45B5-8D1A-4E37A0342601}","","","",""
-84.39065371171863,33.761104169119875,"Survey","2017-04-29 13:48:33","Northern Waterthrush","Dead","at american Cancer society center","{C772EE22-0575-46B9-AF94-4EA30A4BBA32}","","","",""
-84.39641861412187,33.77590394339236,"Incidental","2016-10-11 11:35:01","Wood Thrush","Alive","School of Architecture","{8EFB992E-7685-4E51-976E-4F49B94E46A7}","","","",""
-84.37075567423916,33.847657488465565,"Survey","2017-09-14 12:12:34","Ruby-throated Hummingbird","Dead","Collected. Mary Kimberly ","{3A4DCEDE-D3F1-4655-8B61-4F4E22487154}","","","",""
-84.33615372383001,33.94205481071626,"Survey","2016-04-21 11:16:51","Indigo Bunting","Dead","south side","{5C4BA71F-FF54-4C69-94A1-4F836330A994}","","","",""
-84.39074857560927,33.749055103353484,"Incidental","2016-04-09 12:33:05","Cedar Waxwing","Dead","very old. Mainly skeleton","{F130271E-2939-4629-BE4E-4FA7AF790D44}","","","",""
-84.38875872281331,33.756962691499716,"Survey","2016-11-05 10:32:48.000001","Blue-headed Vireo","Dead","banded. 2621-84423","{BD067F21-37B2-4E2A-8D9D-4FBDEB25705C}","","","",""
-84.38882724001498,33.756914381515855,"Survey","2016-08-28 10:31:11.000001","Red-eyed Vireo","Alive","","{7F13F861-D25B-4ADB-9A6B-50607823695C}","","","",""
-84.38754472157203,33.75746568162842,"Survey","2017-04-22 10:55:00","Common Yellowthroat","Alive","Male.  Stunned and trapped in a 2-story entrance alcove with full glass walls on the 3 sides.  Avoided capture eventually flying up to the narrow ledge of a window mullion out of reach.  Checked back an hour later and did not find it in the alcove.","{EFE01419-3DDF-457E-B481-5117CBD55ED8}","","","",""
-84.36619710685456,33.84941880310991,"Survey","2017-03-24 11:24:55","Unknown Bird","Dead","unknown bird, run over, next to cyan apartments, possible building collision ","{2222BD86-EFDD-4716-87A1-517C2772173B}","","","",""
-84.33628750992528,33.9425995620309,"Survey","2017-05-04 13:27:33","Rose-breasted Grosbeak","Dead","Found in bucket from maintenance staff ","{2E641BA8-02D4-4B11-92C9-51ACDD6AC06A}","","","",""
-84.36534699247365,33.96931684872934,"Incidental","2017-04-24 13:49:06","Wood Thrush","Dead","few days old","{0D34418B-D92D-464C-BB54-52B00711261C}","","","",""
-84.39069601158873,33.74882261432498,"Incidental","2017-05-15 18:28:23","Yellow-breasted Chat","Dead","old","{4AA84C39-32E7-4988-9BDF-52E70F821EB6}","","","",""
-84.3646306578998,33.84982144865314,"Survey","2016-09-30 12:12:49","Unknown Bird","Dead","Skeleton found on roof of loading dock at 3400 Peachtree St","{92E9ED28-09E7-436A-8C6A-53A5BA329F8A}","","","",""
